,ID,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Functioning Day
1385,3634,01/05/2018,1024,9,20.7,67,1.1,464,14.3,1.3,0.0,0.0,Yes
1386,6182,15/08/2018,591,13,36.9,39,1.5,2000,20.6,2.46,0.0,0.0,Yes
1387,1621,06/02/2018,172,12,-8.2,31,2.7,1858,-22.3,2.09,0.0,0.0,Yes
1388,1355,26/01/2018,96,10,-16.5,33,3.4,1703,-29.0,0.62,0.0,0.5,Yes
1389,6565,31/08/2018,982,12,27.8,47,2.9,1905,15.4,2.99,0.0,0.0,Yes
1390,5192,05/07/2018,828,7,23.5,90,0.5,445,21.7,0.05,0.5,0.0,Yes
1391,2869,30/03/2018,939,12,19.1,26,1.6,1704,-0.8,2.73,0.0,0.0,Yes
1392,6936,15/09/2018,1210,23,22.9,81,0.9,1550,19.4,0.0,0.0,0.0,Yes
1393,2849,29/03/2018,957,16,20.7,38,2.2,741,5.8,1.63,0.0,0.0,Yes
1394,576,24/12/2017,128,23,0.0,63,3.2,884,-6.2,0.0,0.0,0.0,Yes
1395,3713,04/05/2018,1501,16,18.6,30,5.1,1891,0.6,2.49,0.0,0.0,Yes
1396,159,07/12/2017,390,14,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,Yes
1397,3432,22/04/2018,18,23,11.3,94,1.6,368,10.3,0.0,3.0,0.0,Yes
1398,677,29/12/2017,85,4,0.6,65,0.4,712,-5.2,0.0,0.0,0.0,Yes
1399,6820,11/09/2018,261,3,18.2,52,1.5,2000,8.1,0.0,0.0,0.0,Yes
1400,4001,16/05/2018,223,16,21.8,97,1.8,206,21.2,0.18,0.0,0.0,Yes
1401,5279,08/07/2018,1717,22,25.0,57,1.0,2000,15.8,0.0,0.0,0.0,Yes
1402,4288,28/05/2018,1258,15,28.4,43,3.1,900,14.6,2.28,0.0,0.0,Yes
1403,4441,04/06/2018,938,0,21.4,45,1.4,1964,8.9,0.0,0.0,0.0,Yes
1404,4958,25/06/2018,1073,13,31.2,36,nan,1022,14.3,2.91,0.0,0.0,Yes
1405,1302,24/01/2018,34,5,-15.6,29,3.7,2000,-29.6,0.0,0.0,,Yes
1406,2028,23/02/2018,230,11,3.8,72,0.9,236,-0.7,1.1,0.0,3.4,Yes
1407,757,01/01/2018,225,12,1.5,20,2.8,1992,-19.0,1.03,0.0,0.0,Yes
1408,5313,10/07/2018,2017,8,21.7,89,0.5,2000,19.8,0.31,0.0,0.0,Yes
1409,3940,14/05/2018,167,3,11.9,95,1.5,180,11.1,0.0,0.0,0.0,Yes
1410,2173,01/03/2018,311,12,0.5,46,4.7,1172,-9.8,2.49,0.0,0.0,Yes
1411,3962,15/05/2018,563,1,17.5,78,0.6,277,13.6,0.0,0.0,0.0,Yes
1412,6174,15/08/2018,227,5,28.6,73,0.8,1808,23.2,0.0,0.0,0.0,Yes
1413,1222,20/01/2018,220,21,2.1,48,2.8,346,-7.7,0.0,0.0,0.0,Yes
1414,5056,29/06/2018,1209,15,28.4,63,2.8,742,20.6,2.47,0.0,0.0,Yes
1415,2098,26/02/2018,416,9,-1.1,53,0.9,1308,-9.4,0.72,0.0,0.0,Yes
1416,777,02/01/2018,655,8,-3.4,71,0.8,1179,-7.9,0.0,0.0,0.0,Yes
1417,6519,29/08/2018,490,14,26.8,77,3.5,1965,22.4,0.11,0.0,0.0,Yes
1418,3257,15/04/2018,124,16,12.0,61,3.6,1374,4.6,0.57,0.0,0.0,Yes
1419,3455,23/04/2018,164,22,9.6,90,1.9,2000,8.0,0.0,0.0,0.0,Yes
1420,4246,26/05/2018,1851,21,21.7,58,1.3,1173,13.0,0.0,0.0,0.0,Yes
1421,6955,16/09/2018,520,18,21.5,89,3.0,350,19.6,0.18,0.0,0.0,Yes
1422,4312,29/05/2018,1234,15,25.7,56,1.8,1112,16.2,1.71,0.0,0.0,Yes
1423,4890,22/06/2018,2146,17,30.4,28,2.9,1834,9.8,1.9,0.0,,Yes
1424,6721,07/09/2018,556,0,21.3,82,3.5,1933,18.0,0.0,1.0,0.0,Yes
1425,1686,09/02/2018,36,5,-4.2,44,1.1,1196,-14.6,0.0,0.0,0.0,Yes
1426,3804,08/05/2018,956,11,21.0,45,1.6,2000,8.6,2.89,0.0,0.0,Yes
1427,6204,16/08/2018,672,11,33.5,48,2.4,1968,20.9,2.71,0.0,0.0,Yes
1428,5719,27/07/2018,647,6,27.2,85,0.1,702,24.4,0.02,0.0,0.0,Yes
1429,4092,20/05/2018,1013,11,18.7,30,1.9,2000,0.7,1.66,0.0,0.0,Yes
1430,1496,01/02/2018,244,7,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,Yes
1431,1148,17/01/2018,360,19,4.2,68,2.4,446,-1.1,0.0,0.0,0.0,Yes
1432,2646,21/03/2018,80,5,1.3,40,2.3,2000,-10.8,0.0,0.0,0.0,Yes
1433,1055,13/01/2018,168,22,-4.3,81,0.4,435,-7.0,0.0,0.0,0.0,Yes
1434,4035,18/05/2018,48,2,18.8,98,1.5,237,18.4,0.0,0.5,0.0,Yes
1435,4286,28/05/2018,1124,13,27.7,39,1.9,1882,12.4,3.33,0.0,0.0,Yes
1436,2749,25/03/2018,626,12,12.7,45,1.3,321,1.0,2.63,0.0,0.0,Yes
1437,4135,22/05/2018,277,6,15.5,0,0.5,1691,10.4,0.06,0.0,0.0,Yes
1438,4369,01/06/2018,963,0,20.1,63,1.1,1698,12.8,0.0,0.0,0.0,Yes
1439,1979,21/02/2018,244,10,-1.8,25,2.6,1913,-19.2,1.17,0.0,0.0,Yes
1440,1066,14/01/2018,118,9,-3.4,77,1.6,432,-6.8,0.12,0.0,0.0,Yes
1441,5972,06/08/2018,1548,19,32.2,65,0.8,1894,24.7,0.1,0.0,0.0,Yes
1442,3983,15/05/2018,1640,22,25.0,59,0.6,742,16.4,0.0,0.0,0.0,Yes
1443,2446,12/03/2018,771,21,8.7,49,1.7,464,-1.4,0.0,0.0,0.0,Yes
1444,1968,20/02/2018,242,23,-0.5,26,3.3,2000,-17.7,0.0,0.0,0.0,Yes
1445,262,11/12/2017,266,21,-9.7,51,2.5,2000,-17.9,0.0,0.0,0.0,Yes
1446,5937,05/08/2018,309,8,27.5,95,0.7,404,26.6,0.14,1.6,0.0,Yes
1447,2276,05/03/2018,782,19,5.8,53,1.7,2000,-3.0,0.02,0.0,0.0,Yes
1448,3405,21/04/2018,1581,20,19.1,18,1.2,2000,-5.8,0.0,0.0,0.0,Yes
1449,1082,15/01/2018,122,1,3.0,62,0.9,835,-3.5,0.0,0.0,0.0,Yes
1450,4996,27/06/2018,152,3,19.4,97,2.9,282,18.9,0.0,0.0,0.0,Yes
1451,6066,10/08/2018,1293,17,36.3,40,2.7,2000,20.5,1.93,0.0,0.0,Yes
1452,651,28/12/2017,163,2,-6.6,34,1.8,2000,-19.8,0.0,0.0,0.0,Yes
1453,559,24/12/2017,12,6,4.9,84,1.3,159,2.4,0.0,0.1,0.0,Yes
1454,3147,11/04/2018,0,2,12.7,80,3.9,885,9.3,0.0,0.0,0.0,No
1455,2904,31/03/2018,655,23,12.4,63,1.3,1201,5.5,0.0,0.0,0.0,Yes
1456,330,14/12/2017,382,17,-2.9,31,nan,1723,-17.7,0.09,0.0,0.0,Yes
1457,3753,06/05/2018,16,8,15.2,97,1.0,414,14.7,0.08,2.0,0.0,Yes
1458,6282,19/08/2018,1721,17,32.7,33,2.5,1994,14.3,1.18,0.0,0.0,Yes
1459,5960,06/08/2018,699,7,28.5,82,0.8,914,25.1,0.09,0.0,,Yes
1460,6472,27/08/2018,580,15,24.4,87,1.5,1153,22.0,1.44,0.0,0.0,Yes
1461,2613,19/03/2018,711,20,8.3,47,3.1,2000,-2.3,0.0,0.0,0.0,Yes
1462,5517,18/07/2018,2202,20,28.8,66,1.9,1209,21.8,0.09,0.0,0.0,Yes
1463,5967,06/08/2018,571,14,34.0,59,3.2,1180,24.8,1.98,0.0,0.0,Yes
1464,2892,31/03/2018,824,11,16.7,45,1.9,1054,4.6,2.07,0.0,0.0,Yes
1465,6615,02/09/2018,1395,14,29.1,43,1.4,2000,15.2,2.39,0.0,0.0,Yes
1466,4168,23/05/2018,1332,15,23.0,29,2.9,1876,3.9,3.11,0.0,0.0,Yes
1467,1719,10/02/2018,286,14,2.2,24,4.5,1700,-16.3,1.66,0.0,0.0,Yes
1468,123,06/12/2017,117,2,-3.0,79,0.0,1862,-6.1,0.0,0.0,0.4,Yes
1469,6455,26/08/2018,764,22,21.2,81,1.0,1808,17.8,0.0,1.3,0.0,Yes
1470,751,01/01/2018,65,6,-4.5,51,1.1,2000,-13.1,0.0,0.0,0.0,Yes
1471,1255,22/01/2018,165,6,0.0,33,0.4,2000,-14.3,0.0,0.0,0.0,Yes
1472,3868,11/05/2018,252,3,12.0,86,0.9,297,9.7,0.0,0.0,0.0,Yes
1473,4600,10/06/2018,2182,15,24.8,49,1.2,2000,13.3,1.34,0.0,0.0,Yes
1474,2266,05/03/2018,211,9,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,Yes
1475,6493,28/08/2018,25,12,25.2,89,1.4,340,23.2,0.32,2.0,0.0,Yes
1476,6486,28/08/2018,218,5,22.5,96,0.3,1605,21.8,0.0,0.0,0.0,Yes
1477,472,20/12/2017,240,15,-0.2,45,1.0,1852,-10.7,0.41,0.0,1.6,Yes
1478,3821,09/05/2018,114,4,10.0,64,1.5,2000,3.4,0.0,0.0,0.0,Yes
1479,5636,23/07/2018,2112,19,32.6,58,3.2,1962,23.2,0.45,0.0,0.0,Yes
1480,755,01/01/2018,139,10,-1.6,32,0.8,1766,-16.1,0.53,0.0,0.0,Yes
1481,1641,07/02/2018,469,8,-13.3,60,0.6,1598,-19.4,0.02,0.0,0.0,Yes
1482,2344,08/03/2018,555,15,9.2,53,3.3,1896,0.1,2.23,0.0,0.0,Yes
1483,3764,06/05/2018,1639,19,19.0,70,0.7,2000,13.3,0.33,0.0,0.0,Yes
1484,1299,24/01/2018,50,2,-15.2,32,3.1,2000,-28.2,0.0,0.0,0.9,Yes
1485,5462,16/07/2018,727,13,33.0,51,2.5,1100,21.5,3.09,0.0,0.0,Yes
1486,503,21/12/2017,252,22,-1.1,78,0.6,865,-4.4,0.0,,0.8,Yes
1487,948,09/01/2018,247,11,-3.9,51,4.5,1746,-12.5,0.73,0.0,0.5,Yes
1488,2138,28/02/2018,229,1,5.0,53,1.4,557,-3.8,0.0,0.0,0.0,Yes
1489,4414,02/06/2018,2238,21,22.1,44,2.5,2000,9.2,0.0,0.0,0.0,Yes
1490,43,02/12/2017,489,18,5.5,53,1.5,1697,-3.3,0.0,0.0,0.0,Yes
1491,2690,23/03/2018,283,1,2.5,75,1.5,786,-1.4,0.0,,0.0,Yes
1492,2607,19/03/2018,326,14,10.1,59,3.3,2000,2.4,0.57,0.0,0.0,Yes
1493,4727,15/06/2018,2155,22,20.4,54,1.4,2000,10.7,0.0,0.0,0.0,Yes
1494,605,26/12/2017,49,4,-2.6,72,1.4,1929,-6.9,0.0,0.0,0.0,Yes
1495,1711,10/02/2018,48,6,1.6,78,1.6,448,-1.8,0.0,0.0,0.0,Yes
1496,439,19/12/2017,78,6,-4.3,70,1.6,1169,-8.9,0.0,0.0,2.6,Yes
1497,64,03/12/2017,621,15,8.0,73,1.6,433,3.4,0.53,0.0,0.0,Yes
1498,2924,01/04/2018,1066,19,17.4,79,2.3,614,13.7,0.03,0.0,0.0,Yes
1499,82,04/12/2017,509,9,-1.5,47,4.2,1888,-11.3,0.22,0.0,0.0,Yes
1500,1814,14/02/2018,349,13,7.2,65,3.8,773,1.0,0.61,0.0,0.0,Yes
1501,6177,15/08/2018,553,8,29.9,60,0.8,1772,21.2,0.83,0.0,0.0,Yes
1502,2621,20/03/2018,69,4,4.4,44,3.1,2000,-6.8,0.0,0.0,0.0,Yes
1503,5979,07/08/2018,443,2,27.9,68,0.9,2000,21.4,0.0,0.0,0.0,Yes
1504,4840,20/06/2018,1266,15,27.9,45,3.6,1558,14.8,3.04,0.0,0.0,Yes
1505,5560,20/07/2018,794,15,34.1,45,2.4,1110,20.4,2.88,0.0,0.0,Yes
1506,5378,13/07/2018,760,1,24.8,89,0.9,1555,22.8,0.0,0.0,0.0,Yes
1507,1262,22/01/2018,281,13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,Yes
1508,6651,04/09/2018,324,2,20.9,96,0.4,970,20.2,0.0,0.0,0.0,Yes
1509,6402,24/08/2018,403,17,24.1,89,1.9,2000,22.1,0.58,0.0,0.0,Yes
1510,1620,06/02/2018,175,11,-9.9,32,3.3,1863,-23.5,1.72,0.0,0.0,Yes
1511,5633,23/07/2018,960,16,34.8,47,2.2,1839,21.8,1.32,0.0,0.0,Yes
1512,6055,10/08/2018,645,6,25.7,83,0.6,1483,22.5,0.0,0.0,0.0,Yes
1513,4122,21/05/2018,2214,17,22.2,45,2.4,2000,9.6,0.83,0.0,0.0,Yes
1514,5677,25/07/2018,791,12,31.1,60,2.7,1331,22.4,1.02,0.0,0.0,Yes
1515,4688,14/06/2018,94,7,19.4,97,0.9,272,18.9,0.0,13.5,0.0,Yes
1516,2277,05/03/2018,578,20,4.3,57,1.3,2000,-3.4,0.0,,0.0,Yes
1517,615,26/12/2017,271,14,-1.6,20,4.3,2000,-21.6,1.11,0.0,0.0,Yes
1518,6389,24/08/2018,30,4,24.5,88,2.0,1433,22.3,0.0,1.0,0.0,Yes
1519,3929,13/05/2018,2379,16,19.5,65,2.9,857,12.7,1.97,0.0,0.0,Yes
1520,3365,20/04/2018,134,4,11.4,60,0.8,932,3.8,0.0,0.0,0.0,Yes
1521,3834,09/05/2018,2034,17,21.3,34,2.7,1967,4.7,1.82,0.0,,Yes
1522,1757,12/02/2018,33,4,-8.6,31,3.5,2000,-22.7,0.0,0.0,0.0,Yes
1523,5433,15/07/2018,613,8,26.2,75,0.9,1560,21.4,0.77,0.0,,Yes
1524,6830,11/09/2018,1102,13,25.7,40,2.2,1997,11.0,2.98,0.0,0.0,Yes
1525,6157,14/08/2018,699,12,33.9,49,1.5,1841,21.6,1.91,0.0,0.0,Yes
1526,5866,02/08/2018,813,9,32.9,49,1.8,1843,20.7,1.53,0.0,0.0,Yes
1527,6552,30/08/2018,1173,23,24.3,71,0.8,1549,18.6,0.0,0.0,0.0,Yes
1528,6280,19/08/2018,1181,15,33.8,31,1.6,2000,14.3,2.45,0.0,0.0,Yes
1529,5286,09/07/2018,301,5,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,Yes
1530,1977,21/02/2018,718,8,-4.3,36,1.9,1955,-17.1,0.06,0.0,0.0,Yes
1531,6433,26/08/2018,1163,0,22.8,78,1.5,2000,18.7,0.0,0.0,0.0,Yes
1532,4643,12/06/2018,971,10,22.1,53,1.1,1999,12.0,2.28,0.0,0.0,Yes
1533,4133,22/05/2018,248,4,15.6,0,0.5,1502,10.5,0.0,0.0,0.0,Yes
1534,3019,05/04/2018,75,18,7.6,96,2.0,660,6.9,0.04,0.0,0.0,Yes
1535,1501,01/02/2018,240,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Yes
1536,1544,03/02/2018,67,7,-8.8,58,4.0,1942,-15.5,0.0,0.0,0.3,Yes
1537,6847,12/09/2018,656,6,17.0,63,1.3,2000,9.8,0.0,0.0,0.0,Yes
1538,5243,07/07/2018,1050,10,24.0,49,1.7,2000,12.6,2.48,0.0,,Yes
1539,525,22/12/2017,323,20,5.9,67,1.3,779,0.2,0.0,0.0,0.0,Yes
1540,1554,03/02/2018,211,17,-5.6,32,4.6,2000,-19.7,0.53,,0.0,Yes
1541,4262,27/05/2018,1579,13,24.3,37,2.3,1583,8.6,2.22,0.0,0.0,Yes
1542,2192,02/03/2018,401,7,-6.6,52,0.5,1555,-14.8,0.0,0.0,0.0,Yes
1543,3204,13/04/2018,867,11,16.9,15,1.7,1994,-9.9,1.8,0.0,0.0,Yes
1544,1579,04/02/2018,154,18,-7.0,26,4.1,2000,-23.3,0.16,0.0,0.0,Yes
1545,2895,31/03/2018,1381,14,20.1,30,3.0,1554,1.9,2.57,0.0,0.0,Yes
1546,1854,16/02/2018,28,5,-5.0,44,0.9,1976,-15.3,0.0,0.0,0.0,Yes
1547,5050,29/06/2018,1195,9,22.9,86,1.7,538,20.4,0.76,0.0,,Yes
1548,1169,18/01/2018,328,16,3.6,42,2.4,883,-8.1,0.29,0.0,0.0,Yes
1549,6957,16/09/2018,1073,20,21.1,88,1.7,404,19.0,0.0,0.0,0.0,Yes
1550,24,01/12/2017,323,23,-1.3,84,1.0,1265,-3.6,0.0,0.0,0.0,Yes
1551,2851,29/03/2018,1776,18,19.1,47,2.4,942,7.5,0.57,0.0,0.0,Yes
1552,5342,11/07/2018,991,13,28.7,69,2.6,1546,22.4,1.02,0.0,0.0,Yes
1553,4838,20/06/2018,1184,13,26.2,51,3.2,1078,15.2,3.36,0.0,0.0,Yes
1554,188,08/12/2017,477,19,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,Yes
1555,6643,03/09/2018,113,18,21.9,97,1.8,757,21.3,0.02,13.0,0.0,Yes
1556,424,18/12/2017,137,15,1.6,73,0.9,421,-2.7,0.6,0.0,3.2,Yes
1557,3199,13/04/2018,368,6,8.3,35,0.3,2000,-6.2,0.0,0.0,0.0,Yes
1558,1429,29/01/2018,186,12,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,Yes
1559,1970,21/02/2018,162,1,-2.2,31,1.1,1970,-17.0,0.0,0.0,0.0,Yes
1560,5155,03/07/2018,2965,18,32.2,57,1.8,1880,22.5,1.53,0.0,0.0,Yes
1561,813,03/01/2018,294,20,-3.9,44,2.5,2000,-14.3,0.0,0.0,0.0,Yes
1562,5871,02/08/2018,535,14,37.3,40,1.8,1666,21.4,1.52,0.0,0.0,Yes
1563,4790,18/06/2018,938,13,29.4,42,1.7,689,15.1,3.1,0.0,0.0,Yes
1564,3958,14/05/2018,1885,21,20.5,67,1.4,357,14.1,0.0,0.0,0.0,Yes
1565,2817,28/03/2018,1353,8,10.3,77,0.7,341,6.4,0.37,0.0,0.0,Yes
1566,6879,13/09/2018,1097,14,27.2,49,1.5,1945,15.5,2.54,0.0,0.0,Yes
1567,1288,23/01/2018,181,15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,Yes
1568,5622,23/07/2018,310,5,29.3,55,1.6,2000,19.3,0.0,0.0,0.0,Yes
1569,5665,25/07/2018,939,0,28.9,66,2.2,2000,21.9,0.0,0.0,0.0,Yes
1570,1551,03/02/2018,196,14,-5.0,31,4.0,2000,-19.5,2.18,0.0,0.0,Yes
1571,2922,01/04/2018,1362,17,18.0,72,1.8,559,12.8,0.47,0.0,0.0,Yes
1572,6476,27/08/2018,1615,19,24.7,83,0.4,2000,21.6,0.1,0.0,0.0,Yes
1573,3238,14/04/2018,633,21,9.1,76,3.5,1113,5.0,0.0,0.0,,Yes
1574,2016,22/02/2018,202,23,2.9,63,2.6,1253,-3.4,0.0,0.0,0.0,Yes
1575,98,05/12/2017,198,1,-6.5,41,2.8,2000,-17.6,0.0,0.0,0.0,Yes
1576,2442,12/03/2018,931,17,13.7,38,2.6,436,-0.3,1.0,0.0,0.0,Yes
1577,4777,18/06/2018,917,0,21.3,74,1.4,963,16.4,0.0,0.0,0.0,Yes
1578,3865,11/05/2018,724,0,12.5,84,1.5,334,9.8,0.0,0.0,0.0,Yes
1579,5809,31/07/2018,901,0,31.0,54,nan,2000,20.5,0.0,0.0,0.0,Yes
1580,3692,03/05/2018,1663,19,13.3,49,3.6,1919,2.7,0.45,0.0,0.0,Yes
1581,1838,15/02/2018,240,13,2.2,18,3.4,1942,-19.7,2.3,0.0,0.0,Yes
1582,2190,02/03/2018,65,5,-6.1,49,1.0,1621,-15.1,0.0,0.0,0.0,Yes
1583,2462,13/03/2018,678,13,17.1,42,3.2,1305,4.0,2.6,0.0,0.0,Yes
1584,3830,09/05/2018,1188,13,20.1,36,1.1,1933,4.5,3.34,0.0,0.0,Yes
1585,5334,11/07/2018,76,5,24.5,97,0.5,229,23.9,0.0,0.5,0.0,Yes
1586,4353,31/05/2018,2281,8,16.9,65,1.6,896,10.2,1.21,0.0,0.0,Yes
1587,4469,05/06/2018,214,4,18.5,72,0.6,1168,13.3,0.0,0.0,0.0,Yes
1588,4291,28/05/2018,3245,18,26.0,39,2.7,1950,10.9,1.07,0.0,0.0,Yes
1589,2300,06/03/2018,833,19,7.1,30,2.7,2000,-9.3,0.02,0.0,0.0,Yes
1590,1515,02/02/2018,102,2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,Yes
1591,4811,19/06/2018,937,10,23.7,56,1.6,1074,14.3,1.34,0.0,0.0,Yes
1592,1268,22/01/2018,167,19,-0.1,88,3.2,582,-1.8,0.0,0.0,1.0,Yes
1593,5582,21/07/2018,727,13,35.2,34,1.8,1636,16.9,3.21,0.0,0.0,Yes
1594,6023,08/08/2018,1628,22,29.5,73,0.9,1936,24.1,0.0,0.0,0.0,Yes
1595,6340,22/08/2018,346,3,24.1,80,0.8,1920,20.4,0.0,0.0,0.0,Yes
1596,4538,08/06/2018,769,1,18.8,84,1.7,658,16.0,0.0,0.0,0.0,Yes
1597,3778,07/05/2018,737,9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,Yes
1598,3450,23/04/2018,42,17,9.4,95,1.9,660,8.6,0.11,0.5,0.0,Yes
1599,5583,21/07/2018,682,14,36.3,34,1.3,1493,17.9,3.17,0.0,0.0,Yes
1600,1872,16/02/2018,84,23,-2.0,51,3.2,1336,-10.8,0.0,0.0,0.0,Yes
1601,6865,13/09/2018,968,0,21.9,62,1.0,1822,14.2,0.0,0.0,0.0,Yes
1602,3598,29/04/2018,1382,21,16.1,44,1.2,913,3.8,0.0,0.0,0.0,Yes
1603,5640,23/07/2018,1157,23,30.0,58,1.6,2000,20.8,0.0,0.0,0.0,Yes
1604,6125,13/08/2018,151,4,27.1,91,0.9,585,25.4,0.0,0.0,0.0,Yes
1605,5393,13/07/2018,1291,16,30.0,67,2.0,1698,23.1,1.46,0.0,0.0,Yes
1606,3959,14/05/2018,1648,22,19.6,71,0.6,325,14.1,0.0,0.0,0.0,Yes
1607,1399,28/01/2018,30,6,-7.8,35,1.9,2000,-20.6,0.0,0.0,0.0,Yes
1608,614,26/12/2017,262,13,-2.0,15,4.7,1970,-25.2,1.18,0.0,0.0,Yes
1609,3256,15/04/2018,62,15,13.1,54,4.1,1264,3.9,1.98,0.0,0.0,Yes
1610,1639,07/02/2018,92,6,-13.2,50,0.5,1873,-21.4,0.0,0.0,0.0,Yes
1611,4578,09/06/2018,2355,17,28.2,39,nan,1653,12.9,0.7,0.0,0.0,Yes
1612,4709,15/06/2018,72,4,18.0,93,1.6,627,16.8,0.0,10.5,0.0,Yes
1613,303,13/12/2017,240,14,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,Yes
1614,1692,09/02/2018,238,11,-0.2,31,0.8,1269,-15.3,0.5,0.0,0.0,Yes
1615,411,18/12/2017,38,2,-5.0,65,0.4,990,-10.5,0.0,0.0,0.2,Yes
1616,516,22/12/2017,278,11,3.1,57,0.8,804,-4.6,0.63,0.0,0.0,Yes
1617,4128,21/05/2018,1273,23,16.3,70,0.7,1293,10.8,0.0,0.0,0.0,Yes
1618,5606,22/07/2018,569,13,36.7,33,1.8,1911,17.7,3.24,0.0,0.0,Yes
1619,4770,17/06/2018,2330,17,25.6,58,3.3,865,16.7,0.66,0.0,0.0,Yes
1620,662,28/12/2017,301,13,0.8,46,1.4,1598,-9.5,0.8,,0.0,Yes
1621,815,03/01/2018,291,22,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,Yes
1622,2217,03/03/2018,306,8,0.4,38,1.8,1564,-12.3,0.16,0.0,0.0,Yes
1623,4017,17/05/2018,152,8,19.7,98,0.5,1958,19.3,0.12,13.5,,Yes
1624,1909,18/02/2018,263,12,2.2,17,1.0,1979,-20.4,1.75,0.0,0.0,Yes
1625,7005,18/09/2018,0,20,22.6,58,1.4,2000,13.9,0.0,0.0,0.0,No
1626,3292,17/04/2018,164,3,7.8,49,1.0,1975,-2.2,0.0,0.0,0.0,Yes
1627,1853,16/02/2018,35,4,-4.5,42,1.4,1944,-15.5,0.0,0.0,0.0,Yes
1628,1372,27/01/2018,41,3,-15.3,43,0.8,1963,-25.0,0.0,0.0,0.3,Yes
1629,2008,22/02/2018,356,15,5.0,49,4.4,1138,-4.8,0.96,0.0,0.0,Yes
1630,2612,19/03/2018,818,19,8.4,51,3.3,1977,-1.1,0.01,,0.0,Yes
1631,1674,08/02/2018,337,17,1.5,24,1.9,1788,-16.9,0.72,0.0,0.0,Yes
1632,6115,12/08/2018,1225,18,33.4,49,1.6,1971,21.2,0.25,0.0,0.0,Yes
1633,4350,31/05/2018,265,5,14.4,82,1.2,708,11.3,0.0,0.0,0.0,Yes
1634,2422,11/03/2018,533,21,5.7,34,1.0,1520,-8.9,0.0,0.0,0.0,Yes
1635,6595,01/09/2018,1892,18,28.8,46,1.3,2000,16.0,0.58,0.0,0.0,Yes
1636,4639,12/06/2018,740,6,16.7,85,1.0,2000,14.1,0.03,0.0,0.0,Yes
1637,4685,14/06/2018,193,4,21.0,72,0.8,677,15.7,0.0,0.0,0.0,Yes
1638,5071,30/06/2018,310,6,22.1,85,0.5,303,19.4,0.01,0.1,0.0,Yes
1639,6218,17/08/2018,842,1,23.4,47,2.1,2000,11.4,0.0,0.0,0.0,Yes
1640,3117,09/04/2018,1362,20,11.7,34,0.9,1393,-3.6,0.0,0.0,0.0,Yes
1641,5794,30/07/2018,866,9,30.5,53,1.6,2000,19.8,1.74,0.0,0.0,Yes
1642,6357,22/08/2018,1808,20,33.2,51,1.0,2000,21.6,0.02,0.0,0.0,Yes
1643,1003,11/01/2018,352,18,-10.4,43,2.3,1985,-20.6,0.02,0.0,0.0,Yes
1644,1207,20/01/2018,50,6,-0.1,60,0.4,1080,-6.9,0.0,0.0,0.0,Yes
1645,1562,04/02/2018,90,1,-10.5,48,3.1,2000,-19.4,0.0,0.0,0.0,Yes
1646,5195,05/07/2018,827,10,25.6,75,1.1,1028,20.8,1.22,0.0,0.0,Yes
1647,3877,11/05/2018,1161,12,20.0,47,1.4,685,8.3,3.08,0.0,0.0,Yes
1648,2801,27/03/2018,774,16,19.5,50,3.4,613,8.7,1.6,0.0,0.0,Yes
1649,409,18/12/2017,151,0,-5.9,50,0.6,2000,-14.6,0.0,0.0,0.0,Yes
1650,5353,12/07/2018,938,0,26.7,79,0.9,1590,22.7,0.0,0.0,0.0,Yes
1651,3593,29/04/2018,2044,16,22.2,23,3.7,1183,0.0,2.28,0.0,0.0,Yes
1652,2644,21/03/2018,82,3,1.3,40,2.1,2000,-10.8,0.0,0.0,0.0,Yes
1653,6529,30/08/2018,214,0,24.7,94,2.8,1270,23.6,0.0,0.0,0.0,Yes
1654,204,09/12/2017,351,11,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,Yes
1655,3870,11/05/2018,223,5,11.9,84,1.5,358,9.2,0.0,,0.0,Yes
1656,420,18/12/2017,44,11,-2.9,85,1.2,243,-5.0,0.06,0.0,4.8,Yes
1657,3440,23/04/2018,17,7,9.0,95,2.3,294,8.2,0.0,6.0,0.0,Yes
1658,6663,04/09/2018,987,14,27.4,52,3.8,1998,16.6,2.67,0.0,0.0,Yes
1659,6345,22/08/2018,1990,8,25.7,66,0.9,1976,18.8,0.64,0.0,0.0,Yes
1660,2659,21/03/2018,615,18,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,Yes
